FormNO,District,Age,Gender,Income,Education,Sevice_evaluation
558,Chitwan,38,Male,10800,Masters and above,Very Bad
559,Chitwan,28,Male,11600,SLC/SEE,Bad
560,Chitwan,40,Male,12200,SLC/SEE,Good
561,Chitwan,34,Male,13300,Inter/+2,Ok
562,Chitwan,46,Male,13600,Inter/+2,Good
563,Chitwan,42,Male,11800,Inter/+2,Ok
564,Chitwan,51,Male,12900,Bachelor,Good
565,Chitwan,29,Male,12200,Inter/+2,Good
566,Chitwan,27,Male,13600,SLC/SEE,Good
567,Chitwan,60,Female,3700,SLC/SEE,Good
568,Chitwan,44,Male,10700,Bachelor,Good
569,Chitwan,62,Male,5200,SLC/SEE,Good
570,Chitwan,35,Male,12800,SLC/SEE,Ok
571,Chitwan,37,Male,15000,Bachelor,Ok
572,Chitwan, ,Male,14800,Below SLC/SEE,Good
573,Chitwan,35,Male,12900,SLC/SEE,Ok
574,Chitwan,68,Female,6200,SLC/SEE,Good
575,Chitwan,30,Male,14600,Bachelor,Ok
576,Chitwan,35,Male,12200,SLC/SEE,Good
577,Chitwan, ,Male,13300,SLC/SEE,Ok
578,Chitwan,26,Male,11400,SLC/SEE,Ok
579,Chitwan,20,Male,14600,Bachelor,Good
580,Chitwan,45,Male,10400,SLC/SEE,Good
581,Chitwan,54,Male,12600,Masters and above,Good
582,Chitwan,43,Male,10200,Masters and above,Good
583,Chitwan,38,Male,12500,Bachelor,Ok
584,Chitwan,37,Female,14500,SLC/SEE,Ok
585,Chitwan,32,Male,14800,Inter/+2,Ok
586,Chitwan,43,Male,13800,SLC/SEE,Ok
587,Chitwan,53,Male,13400,SLC/SEE,Ok
588,Chitwan,56,Male,12000,Inter/+2,Ok
589,Chitwan,25,Male,11900,SLC/SEE,Ok
590,Chitwan,30,Male,11300,SLC/SEE,Good
591,Chitwan,29,Female,10700,Inter/+2,Good
592,Chitwan,35,Male,13400,SLC/SEE,Ok
593,Chitwan,39,Male,11900,Inter/+2,Good
594,Chitwan,57,Female,10500,SLC/SEE,Ok
595,Chitwan,33,Female,13500,SLC/SEE,Ok
596,Chitwan,30,Female,12400,SLC/SEE,Ok
597,Chitwan,70,Male,5600,Below SLC/SEE,Ok
598,Chitwan,42,Female,12500,Below SLC/SEE,Ok
599,Chitwan,25,Female,14200,Inter/+2,Ok
600,Chitwan,47,Female,12300,SLC/SEE,Ok
601,Chitwan,25,Male,12500,Bachelor,Good
602,Chitwan,40,Male,13700,Inter/+2,Good
603,Chitwan,51,Male,14000,Inter/+2,Ok
604,Chitwan,55,Male,10600,Inter/+2,Ok
605,Chitwan,39,Male,14300,Bachelor,Good
606,Chitwan,42,Male,10300,SLC/SEE,Good
607,Chitwan,50,Male,10300,SLC/SEE,Ok
608,Chitwan,46,Female,12300,Inter/+2,Ok
609,Chitwan,70,Male,3300,SLC/SEE,Ok
610,Chitwan,38,Female,11800,Bachelor,Good
611,Chitwan,33,Female,11500,Inter/+2,Ok
612,Chitwan,34,Female,12200,SLC/SEE,Bad
613,Chitwan,37,Male,14000,Bachelor,Good
614,Chitwan,51,Male,14700,Bachelor,Ok
615,Chitwan,50,Male,11500,SLC/SEE,Ok
616,Chitwan,54,Male,12500,SLC/SEE,Good
617,Chitwan,34,Female,10600,Inter/+2,Good
618,Chitwan,42,Male,13400,SLC/SEE,Ok
619,Chitwan,53,Male,10200,Masters and above,Good
620,Chitwan,52,Male,10800,Inter/+2,Very Good
621,Chitwan,68,Male,3900,Inter/+2,Good
622,Chitwan,54,Female,13500,SLC/SEE,Ok
623,Chitwan,70,Male,4100,Inter/+2,Good
624,Chitwan,50,Male,12300,SLC/SEE,Good
625,Chitwan,48,Male,13700,Inter/+2,Good
626,Chitwan,52,Female,11800,SLC/SEE,Ok
627,Chitwan,38,Female,10700,Inter/+2,Good
628,Chitwan,55,Male,12000,SLC/SEE,Ok
629,Chitwan,30,Female,10700,SLC/SEE,Good
630,Chitwan,26,Female,10000,Masters and above,Good
631,Chitwan,35,Female,10400,SLC/SEE,Good
632,Chitwan,45,Female,10500,SLC/SEE,Ok
633,Chitwan,30,Female,12100,SLC/SEE,Ok
634,Chitwan,60,Male,3300,SLC/SEE,Ok
635,Chitwan,71,Male,4300,SLC/SEE,Ok
636,Chitwan,55,Male,13200,SLC/SEE,Good
637,Chitwan,62,Male,5500,SLC/SEE,Good
638,Chitwan,24,Male,13700,SLC/SEE,Good
639,Chitwan,40,Male,10900,Below SLC/SEE,Good
640,Chitwan,27,Female,10300,SLC/SEE,Good
641,Chitwan,30,Male,14500,Inter/+2,Good
642,Chitwan,49,Male,13200,SLC/SEE,Ok
643,Chitwan,43,Male,14000,SLC/SEE,Good
644,Chitwan,33,Female,12400,SLC/SEE,Good
645,Chitwan,43,Male,12000,SLC/SEE,Good
646,Chitwan,49,Male,14400,SLC/SEE,Ok
647,Chitwan,45,Male,14400,Below SLC/SEE,Ok
648,Chitwan,51,Male,11500,SLC/SEE,Ok
649,Chitwan,32,Female,13000,Inter/+2,Good
650,Chitwan,60,Male,4100,SLC/SEE,Good
651,Chitwan,35,Male,14700,SLC/SEE,Ok
652,Chitwan,52,Male,14700,SLC/SEE,Good
653,Chitwan,73,Male,4400,SLC/SEE,Good
654,Chitwan,40,Male,12000,Inter/+2,Very Good
655,Chitwan,50,Male,12400,SLC/SEE,Ok
656,Chitwan,48,Male,11700,SLC/SEE,Good
657,Chitwan,42,Male,13500,SLC/SEE,Ok
658,Chitwan,30,Male,14200,SLC/SEE,Ok
659,Chitwan,68,Male,4400,Inter/+2,Ok
660,Chitwan,52,Male,13500,Inter/+2,Good
661,Chitwan,47,Male,12400,Masters and above,Ok
662,Chitwan,54,Male,13600,Inter/+2,Good
663,Chitwan,56,Female,13400,SLC/SEE,Good
664,Chitwan,29,Male,12600,Inter/+2,Ok
665,Chitwan,54,Male,11900,Inter/+2,Good
666,Chitwan,68,Male,4000,SLC/SEE,Ok
667,Chitwan,36,Female,10700,SLC/SEE,Good
668,Chitwan,65,Male,5500,Inter/+2,Ok
669,Chitwan,37,Male,10500,Masters and above,Very Good
670,Chitwan,52,Male,12700,Bachelor,Good
671,Chitwan,32,Male,10900,SLC/SEE,Ok
672,Chitwan,51,Male,10700,SLC/SEE,Ok
673,Chitwan,66,Male,5000,Below SLC/SEE,Ok
674,Chitwan,51,Male,10200,SLC/SEE,Ok
675,Chitwan,55,Male,11400,Inter/+2,Ok
676,Chitwan,45,Male,13200,SLC/SEE,Good
677,Chitwan,40,Female,10900,Inter/+2,Good
678,Chitwan,46,Male,11000,Masters and above,Good
679,Chitwan,59,Male,11600,Masters and above,Good
680,Chitwan,71,Male,6600,Inter/+2,Ok
681,Chitwan,50,Female,13300,SLC/SEE,Ok
682,Chitwan,37,Female,13100,Inter/+2,Ok
683,Chitwan,24,Female,10400,Inter/+2,Ok
684,Chitwan,30,Female,10300,Bachelor,Good
685,Chitwan,43,Female,10500,SLC/SEE,Good
686,Chitwan,25,Female,12600,SLC/SEE,Good
687,Chitwan,43,Male,13100,SLC/SEE,Ok
688,Chitwan,49,Male,10300,Inter/+2,Ok
689,Chitwan,43,Male,13500,Inter/+2,Ok
690,Chitwan,30,Female,14800,Inter/+2,Good
691,Chitwan,45,Male,11500,Inter/+2,Good
692,Chitwan,50,Male,13500,Inter/+2,Good
693,Chitwan,37,Female,10700,SLC/SEE,Ok
694,Chitwan,51,Male,11100,Inter/+2,Ok
695,Chitwan,43,Male,11800,SLC/SEE,Ok
696,Chitwan,40,Male,13600,Inter/+2,Ok
697,Chitwan,27,Male,14500,Inter/+2,Ok
698,Chitwan,39,Male,14600,Bachelor,Ok
699,Chitwan,42,Male,12400,Inter/+2,Ok
700,Chitwan,47,Male,10400,Inter/+2,Ok
701,Chitwan,26,Female,10200,SLC/SEE,Ok
702,Chitwan,45,Male,12100,Masters and above,Good
703,Chitwan,47,Male,12100,Bachelor,Ok
704,Chitwan,52,Male,10000,SLC/SEE,Ok
705,Chitwan,39,Male,11600,Inter/+2,Ok
706,Chitwan,42,Male,12900,SLC/SEE,Ok
707,Chitwan,53,Female,12200,Below SLC/SEE,Ok
708,Chitwan,27,Female,12700,Inter/+2,Ok
709,Chitwan,37,Female,11200,SLC/SEE,Ok
710,Chitwan,30,Male,13500,Bachelor,Ok
711,Chitwan,33,Female,11200,SLC/SEE,Ok
712,Chitwan,55,Male,14400,SLC/SEE,Ok
713,Chitwan,38,Male,12600,SLC/SEE,Ok
714,Chitwan,29,Female,14400,Inter/+2,Ok
715,Chitwan,31,Male,12300,SLC/SEE,Ok
716,Chitwan,30,Female,12200,SLC/SEE,Ok
717,Chitwan,34,Female,11200,SLC/SEE,Ok
718,Chitwan,24,Male,12600,Inter/+2,Ok
719,Chitwan, ,Female,14900,SLC/SEE,Very Bad
720,Chitwan,44,Male,13300,SLC/SEE,Bad
841,Nawalparasi,36,Female,10200,SLC/SEE,Ok
842,Nawalparasi,16,Female,10900,Inter/+2,Ok
843,Nawalparasi,20,Male,14700,Inter/+2,Ok
844,Nawalparasi,25,Male,10800,SLC/SEE,Good
845,Nawalparasi, ,Male,12500,SLC/SEE,Good
846,Nawalparasi,62,Male,6700,Below SLC/SEE,Good
847,Nawalparasi,17,Male,12300,SLC/SEE,Ok
848,Nawalparasi,18,Male,11500,SLC/SEE,Ok
849,Nawalparasi,16,Male,11100,SLC/SEE,Ok
850,Nawalparasi,40,Female,12400,SLC/SEE,Bad
851,Nawalparasi,20,Male,14500,Inter/+2,Ok
852,Nawalparasi,25,Female,12500,Bachelor,Ok
853,Nawalparasi,20,Female,11500,Bachelor,Good
854,Nawalparasi,25,Male,12000,SLC/SEE,Bad
855,Nawalparasi,17,Male,11700,Inter/+2,Bad
856,Nawalparasi,18,Male,13500,Bachelor,Ok
857,Nawalparasi,19,Female,11700,Inter/+2,Ok
858,Nawalparasi,45,Male,12600,SLC/SEE,Ok
859,Nawalparasi,18,Female,12000,Bachelor,Bad
860,Nawalparasi,45,Male,11600,SLC/SEE,Ok
861,Nawalparasi,21,Male,11700,Inter/+2,Bad
862,Nawalparasi,45,Male,14000,Inter/+2,Good
863,Nawalparasi,40,Male,11000,SLC/SEE,Good
864,Nawalparasi,40,Female,14500,SLC/SEE,Bad
865,Nawalparasi,40,Male,12600,Inter/+2,Ok
866,Nawalparasi,40,Male,11300,SLC/SEE,Bad
867,Nawalparasi,41,Male,12600,Masters and above,Bad
868,Nawalparasi,18,Female,11300,Bachelor,Bad
869,Nawalparasi,32,Male,11300,Masters and above,Ok
870,Nawalparasi,30,Male,13600,Inter/+2,Good
871,Nawalparasi,25,Female,13100,SLC/SEE,Very Bad
872,Nawalparasi,35,Male,11600,SLC/SEE,Ok
873,Nawalparasi, ,Male,11500,Inter/+2,Ok
874,Nawalparasi,45,Female,11000,Below SLC/SEE,Bad
875,Nawalparasi,43,Male,14000,Masters and above,Good
876,Nawalparasi,26,Female,11200,SLC/SEE,Good
877,Nawalparasi,45,Male,14500,SLC/SEE,Good
878,Nawalparasi,23,Female,11300,Bachelor,Very Bad
879,Nawalparasi,40,Female,11100,Inter/+2,Ok
880,Nawalparasi,20,Male,10700,Inter/+2,Good
881,Nawalparasi,42,Male,11900,SLC/SEE,Ok
882,Nawalparasi,25,Male,14700,SLC/SEE,Ok
883,Nawalparasi,55,Male,12400,SLC/SEE,Good
884,Nawalparasi,27,Male,12900,Inter/+2,Ok
885,Nawalparasi,35,Male,14800,SLC/SEE,Ok
886,Nawalparasi,35,Male,14800,SLC/SEE,Ok
887,Nawalparasi,32,Male,13000,SLC/SEE,Ok
888,Nawalparasi,35,Male,12200,Inter/+2,Ok
889,Nawalparasi,45,Male,10600,Inter/+2,Ok
890,Nawalparasi,21,Female,12200,Bachelor,Ok
891,Nawalparasi,19,Male,12200,Inter/+2,Ok
892,Nawalparasi,55,Female,12600,SLC/SEE,Ok
893,Nawalparasi,35,Female,11700,Below SLC/SEE,Bad
894,Nawalparasi,33,Male,11000,Below SLC/SEE,Ok
895,Nawalparasi,35,Male,11100,Inter/+2,Ok
896,Nawalparasi,28,Female,11900,SLC/SEE,Bad
897,Nawalparasi,28,Male,14100,Inter/+2,Good
898,Nawalparasi,39,Male,13600,SLC/SEE,Ok
899,Nawalparasi,35,Male,10700,Below SLC/SEE,Ok
900,Nawalparasi,30,Male,11400,Inter/+2,Ok
901,Nawalparasi,50,Male,11600,SLC/SEE,Ok
902,Nawalparasi,38,Male,10600,SLC/SEE,Ok
903,Nawalparasi,59,Male,12400,SLC/SEE,Ok
904,Nawalparasi,45,Male,10200,SLC/SEE,Ok
905,Nawalparasi,50,Male,12900,SLC/SEE,Bad
906,Nawalparasi,45,Female,13900,SLC/SEE,Good
907,Nawalparasi,40,Female,13000,SLC/SEE,Ok
908,Nawalparasi,23,Male,11500,Bachelor,Good
909,Nawalparasi, ,Female,14600,Inter/+2,Ok
910,Nawalparasi,42,Female,10600,Masters and above,Good
911,Nawalparasi, ,Male,13300,SLC/SEE,Bad
912,Nawalparasi,25,Male,14200,Bachelor,Bad
913,Nawalparasi,35,Male,10200,SLC/SEE,Bad
914,Nawalparasi,38,Male,12000,Inter/+2,Good
915,Nawalparasi,25,Male,10100,SLC/SEE,Good
916,Nawalparasi,34,Female,10200,SLC/SEE,Ok
917,Nawalparasi,30,Female,13000,SLC/SEE,Good
918,Nawalparasi,35,Male,14200,Inter/+2,Good
919,Nawalparasi,35,Female,13800,SLC/SEE,Good
920,Nawalparasi,40,Male,14800,Inter/+2,Ok
921,Nawalparasi,37,Male,12200,SLC/SEE,Good
922,Nawalparasi,14,Male,14900,SLC/SEE,Good
923,Nawalparasi,35,Female,13200,SLC/SEE,Bad
924,Nawalparasi,25,Female,10700,Inter/+2,Good
925,Nawalparasi,28,Male,11000,Masters and above,Very Bad
926,Nawalparasi,45,Male,12500,Inter/+2,Good
927,Nawalparasi,38,Female,11200,SLC/SEE,Ok
928,Nawalparasi,47,Male,10600,Inter/+2,Good
929,Nawalparasi,30,Female,11900,SLC/SEE,Ok
930,Nawalparasi,43,Male,12700,SLC/SEE,Good
931,Nawalparasi,47,Male,11300,SLC/SEE,Ok
932,Nawalparasi,45,Male,13900,SLC/SEE,Good
933,Nawalparasi,43,Male,13300,SLC/SEE,Good
934,Nawalparasi,35,Male,11000,SLC/SEE,Ok
935,Nawalparasi,30,Female,12600,Inter/+2,Good
936,Nawalparasi,36,Male,10600,SLC/SEE,Good
937,Nawalparasi,40,Female,12100,Inter/+2,Bad
938,Nawalparasi,44,Female,13000,Inter/+2,Good
939,Nawalparasi,34,Male,11000,SLC/SEE,Good
940,Nawalparasi,27,Male,10700,Bachelor,Good
941,Nawalparasi,67,Male,4500,SLC/SEE,Good
942,Nawalparasi,65,Male,2800,SLC/SEE,Ok
943,Nawalparasi,21,Male,14500,SLC/SEE,Good
944,Nawalparasi,45,Male,11200,SLC/SEE,Ok
945,Nawalparasi,53,Male,13600,SLC/SEE,Ok
946,Nawalparasi,23,Female,13200,Bachelor,Good
947,Nawalparasi,40,Male,13000,SLC/SEE,Good
948,Nawalparasi,47,Male,10300,SLC/SEE,Good
949,Nawalparasi,31,Male,13700,Bachelor,Ok
950,Nawalparasi,38,Male,12400,SLC/SEE,Good
951,Nawalparasi,42,Male,14600,SLC/SEE,Ok
952,Nawalparasi,52,Male,10600,SLC/SEE,Ok
953,Nawalparasi,35,Male,10900,SLC/SEE,Ok
954,Nawalparasi,40,Male,11700,Bachelor,Good
955,Nawalparasi,32,Male,14000,Inter/+2,Bad
956,Nawalparasi,53,Male,13500,SLC/SEE,Ok
957,Nawalparasi,23,Male,14600,Bachelor,Ok
958,Nawalparasi,31,Male,10200,SLC/SEE,Ok
959,Nawalparasi,48,Male,10300,SLC/SEE,Good
960,Nawalparasi,52,Male,13000,Inter/+2,Good
961,Nawalparasi,45,Male,10200,SLC/SEE,Ok
962,Nawalparasi,60,Male,2800,SLC/SEE,Ok
963,Nawalparasi,29,Male,12700,SLC/SEE,Ok
964,Nawalparasi,22,Female,12800,SLC/SEE,Ok
965,Nawalparasi,62,Female,6000,Below SLC/SEE,Bad
966,Nawalparasi,55,Male,10000,SLC/SEE,Good
967,Nawalparasi,38,Female,10200,SLC/SEE,Ok
968,Nawalparasi,30,Female,13500,SLC/SEE,Ok
969,Nawalparasi,28,Female,10300,SLC/SEE,Ok
970,Nawalparasi,16,Male,14900,SLC/SEE,Ok
971,Nawalparasi,21,Female,13200,SLC/SEE,Ok
972,Nawalparasi,35,Male,12200,SLC/SEE,Ok
973,Nawalparasi,32,Male,11900,Masters and above,Ok
974,Nawalparasi,72,Male,4000,SLC/SEE,Ok
975,Nawalparasi,55,Male,11100,SLC/SEE,Ok
976,Nawalparasi,60,Male,2600,SLC/SEE,Ok
977,Nawalparasi,33,Female,14300,Below SLC/SEE,Ok
978,Nawalparasi,45,Male,13200,SLC/SEE,Good
979,Nawalparasi,26,Male,14900,SLC/SEE,Ok
980,Nawalparasi,29,Male,14000,SLC/SEE,Ok
981,Nawalparasi,43,Female,12500,Below SLC/SEE,Ok
982,Nawalparasi,29,Male,13900,Bachelor,Ok
983,Nawalparasi,30,Female,11600,SLC/SEE,Ok
984,Nawalparasi,30,Male,12900,SLC/SEE,Ok
985,Nawalparasi,29,Female,11500,SLC/SEE,Bad
986,Nawalparasi,35,Male,11500,SLC/SEE,Ok
987,Nawalparasi,24,Male,13500,SLC/SEE,Ok
988,Nawalparasi,25,Male,14900,Inter/+2,Ok
989,Nawalparasi,31,Male,12500,SLC/SEE,Ok
990,Nawalparasi,35,Female,13300,SLC/SEE,Ok
991,Nawalparasi,57,Male,13700,Inter/+2,Ok
992,Nawalparasi,27,Male,14100,SLC/SEE,Ok
993,Nawalparasi,20,Male,14200,SLC/SEE,Ok
994,Nawalparasi,35,Male,10100,SLC/SEE,Ok
995,Nawalparasi,30,Male,11900,Inter/+2,Good
996,Nawalparasi,23,Female,12700,SLC/SEE,Ok
997,Nawalparasi,38,Male,14900,SLC/SEE,Ok
998,Nawalparasi,35,Male,13100,SLC/SEE,Ok
999,Nawalparasi,40,Female,10100,SLC/SEE,Ok
1000,Nawalparasi,22,Female,14400,SLC/SEE,Ok
1001,Nawalparasi,42,Male,14200,SLC/SEE,Ok
1002,Nawalparasi,35,Male,14400,Masters and above,Ok
1003,Nawalparasi,21,Male,10200,SLC/SEE,Ok
1004,Nawalparasi,40,Male,13400,SLC/SEE,Ok
1005,Nawalparasi,22,Male,11400,SLC/SEE,Ok
1006,Nawalparasi,55,Male,11800,Bachelor,Ok
1007,Nawalparasi,46,Male,13100,SLC/SEE,Ok
1008,Nawalparasi,41,Male,13400,Inter/+2,Ok
1009,Nawalparasi,25,Female,13300,Bachelor,Good
1010,Nawalparasi,75,Male,6200,SLC/SEE,Ok
1011,Nawalparasi,28,Male,14000,SLC/SEE,Ok
1012,Nawalparasi,20,Female,12000,SLC/SEE,Ok
1013,Nawalparasi,26,Male,13600,SLC/SEE,Ok
1014,Nawalparasi,24,Male,11400,Inter/+2,Ok
1015,Nawalparasi,45,Male,14300,SLC/SEE,Ok
1016,Nawalparasi,35,Female,12600,Below SLC/SEE,Ok
1017,Nawalparasi,49,Male,13000,Inter/+2,Ok
1018,Nawalparasi,40,Male,14800,SLC/SEE,Ok
1019,Nawalparasi,35,Male,14200,SLC/SEE,Ok
1020,Nawalparasi,35,Male,14800,SLC/SEE,Ok
1021,Nawalparasi,56,Male,11400,SLC/SEE,Ok
1022,Nawalparasi,28,Male,15000,Inter/+2,Ok
1023,Nawalparasi,28,Male,13700,SLC/SEE,Ok
1024,Nawalparasi,31,Male,11500,SLC/SEE,Ok
1025,Nawalparasi,37,Male,14300,SLC/SEE,Ok
1026,Nawalparasi,40,Male,10800,Bachelor,Good
1027,Nawalparasi,34,Male,10500,SLC/SEE,Ok
1028,Nawalparasi,46,Male,14100,SLC/SEE,Ok
1029,Nawalparasi,33,Male,12600,SLC/SEE,Ok
1030,Nawalparasi,28,Female,12400,Inter/+2,Ok
1031,Nawalparasi,29,Male,13000,SLC/SEE,Ok
1032,Nawalparasi,24,Male,11400,SLC/SEE,Ok
1033,Nawalparasi,27,Male,13400,SLC/SEE,Ok
1034,Nawalparasi,25,Male,12300,SLC/SEE,Ok
1035,Nawalparasi,22,Male,12300,SLC/SEE,Good
1036,Nawalparasi,34,Male,10600,SLC/SEE,Ok
1037,Nawalparasi,28,Male,15000,SLC/SEE,Ok
1038,Nawalparasi,40,Male,13400,SLC/SEE,Good
1039,Nawalparasi,41,Male,14300,Masters and above,Good
1040,Nawalparasi,41,Male,10200,SLC/SEE,Ok
1041,Nawalparasi,56,Male,12900,SLC/SEE,Ok
1042,Nawalparasi,77,Male,3600,Below SLC/SEE,Ok
1043,Nawalparasi,40,Male,12600,SLC/SEE,Ok
1044,Nawalparasi,40,Male,14300,SLC/SEE,Ok
1045,Nawalparasi,34,Female,12200,SLC/SEE,Ok
1046,Nawalparasi,26,Male,14400,SLC/SEE,Ok
1047,Nawalparasi,28,Male,10700,SLC/SEE,Ok
1048,Nawalparasi,35,Female,12900,SLC/SEE,Ok
1049,Nawalparasi,30,Male,10400,Inter/+2,Ok
1050,Nawalparasi,45,Male,11100,SLC/SEE,Good
1051,Nawalparasi,46,Male,10300,SLC/SEE,Ok
1052,Nawalparasi,48,Male,10900,Below SLC/SEE,Ok
1053,Nawalparasi,45,Male,10300,Bachelor,Good
1054,Nawalparasi,21,Male,10300,SLC/SEE,Ok
1055,Nawalparasi,27,Male,12400,SLC/SEE,Ok
1056,Nawalparasi,38,Male,11700,SLC/SEE,Ok
1057,Nawalparasi,30,Male,13000,SLC/SEE,Ok
1058,Nawalparasi,45,Male,13500,SLC/SEE,Ok
1059,Nawalparasi,42,Male,14700,SLC/SEE,Ok
1060,Nawalparasi,36,Male,14800,SLC/SEE,Ok
1061,Nawalparasi,38,Male,14400,SLC/SEE,Ok
1062,Nawalparasi,48,Male,13800,Below SLC/SEE,Ok
1063,Nawalparasi,60,Male,3000,SLC/SEE,Ok
1064,Nawalparasi,50,Male,11700,SLC/SEE,Ok
1065,Nawalparasi,45,Male,14900,SLC/SEE,Ok
1066,Nawalparasi,69,Male,4800,Below SLC/SEE,Ok
1067,Nawalparasi,63,Male,5400,SLC/SEE,Ok
1068,Nawalparasi,52,Male,13200,Bachelor,Ok
1069,Nawalparasi,35,Male,14500,SLC/SEE,Ok
1070,Nawalparasi,35,Male,14000,SLC/SEE,Ok
1071,Nawalparasi,30,Male,10100,SLC/SEE,Ok
1072,Nawalparasi,40,Male,10800,SLC/SEE,Ok
1073,Nawalparasi,40,Male,12900,SLC/SEE,Ok
1074,Nawalparasi,60,Male,5600,SLC/SEE,Ok
1075,Nawalparasi,39,Male,11700,SLC/SEE,Ok
1076,Nawalparasi,39,Male,13200,SLC/SEE,Ok
1077,Nawalparasi,35,Male,10000,Bachelor,Ok
1078,Nawalparasi,45,Male,13300,Inter/+2,Ok
1079,Nawalparasi,35,Male,14100,SLC/SEE,Ok
1080,Nawalparasi,35,Male,12900,SLC/SEE,Ok
1081,Nawalparasi,73,Male,5700,SLC/SEE,Good
1082,Nawalparasi,18,Male,14700,SLC/SEE,Good
1083,Nawalparasi,44,Female,11900,Below SLC/SEE,Good
1084,Nawalparasi,31,Female,14500,SLC/SEE,Very Bad
1085,Nawalparasi,65,Female,5900,Below SLC/SEE,Good
1086,Nawalparasi,55,Male,11300,Below SLC/SEE,Good
1087,Nawalparasi,52,Male,11000,Below SLC/SEE,Good
1088,Nawalparasi,13,Female,11700,SLC/SEE,Good
1089,Nawalparasi,17,Male,13900,SLC/SEE,Good
1090,Nawalparasi,18,Female,11000,SLC/SEE,Ok
1091,Nawalparasi,24,Female,11900,SLC/SEE,Good
1092,Nawalparasi,30,Female,14600,SLC/SEE,Good
1093,Nawalparasi,40,Male,10400,Bachelor,Good
1094,Nawalparasi,18,Female,11700,Bachelor,Very Good
1095,Nawalparasi,28,Male,11000,SLC/SEE,Good
1096,Nawalparasi,70,Male,7000,SLC/SEE,Very Good
1097,Nawalparasi,34,Male,14000,Masters and above,Very Good
1098,Nawalparasi,38,Male,14800,SLC/SEE,Good
1099,Nawalparasi,30,Female,14600,SLC/SEE,Good
1100,Nawalparasi,20,Male,12300,Bachelor,Good
1101,Nawalparasi,36,Female,12800,SLC/SEE,Bad
1102,Nawalparasi,18,Female,13900,Inter/+2,Ok
1103,Nawalparasi,37,Male,14700,SLC/SEE,Good
1104,Nawalparasi,24,Female,13400,SLC/SEE,Very Good
1105,Nawalparasi,33,Male,12800,SLC/SEE,Good
1106,Nawalparasi,28,Female,10700,Below SLC/SEE,Good
1107,Nawalparasi,26,Female,12600,SLC/SEE,Good
1108,Nawalparasi,20,Male,12900,SLC/SEE,Very Good
1109,Nawalparasi,22,Female,13200,Inter/+2,Good
1110,Nawalparasi,21,Female,12600,SLC/SEE,Good
1111,Nawalparasi,27,Male,11900,SLC/SEE,Good
1112,Nawalparasi,35,Male,13800,Masters and above,Ok
1113,Nawalparasi,18,Male,12900,Inter/+2,Ok
1114,Nawalparasi,62,Male,4900,SLC/SEE,Good
1115,Nawalparasi,18,Male,12600,Inter/+2,Good
1116,Nawalparasi,19,Male,10100,SLC/SEE,Good
1117,Nawalparasi,45,Male,13700,SLC/SEE,Good
1118,Nawalparasi,20,Male,11800,SLC/SEE,Good
1119,Nawalparasi,40,Male,10100,SLC/SEE,Ok
1120,Nawalparasi,34,Male,10200,SLC/SEE,Good
1121,Nawalparasi,45,Female,12000,SLC/SEE,Good
1122,Nawalparasi,50,Female,13900,Below SLC/SEE,Good
1123,Nawalparasi,19,Female,12000,Bachelor,Good
1124,Nawalparasi,50,Female,12400,Below SLC/SEE,Good
1125,Nawalparasi,21,Female,13500,SLC/SEE,Very Good
1126,Nawalparasi,42,Female,10500,Below SLC/SEE,Ok
1127,Nawalparasi,55,Male,10100,SLC/SEE,Good
1128,Nawalparasi,16,Female,12300,Inter/+2,Good
1129,Nawalparasi,18,Male,10800,SLC/SEE,Good
1130,Nawalparasi,20,Male,10900,SLC/SEE,Good
1131,Nawalparasi,52,Male,10100,Below SLC/SEE,Good
1132,Nawalparasi,17,Female,14200,Inter/+2,Good
1133,Nawalparasi,72,Male,6200,SLC/SEE,Good
1134,Nawalparasi,20,Male,13600,Inter/+2,Good
1135,Nawalparasi,18,Male,10400,Inter/+2,Good
1136,Nawalparasi,23,Female,13400,Bachelor,Very Good
1137,Nawalparasi,17,Female,11300,SLC/SEE,Good
1138,Nawalparasi,17,Female,10100,SLC/SEE,Good
1139,Nawalparasi,65,Female,6000,SLC/SEE,Good
1140,Nawalparasi,60,Male,3800,SLC/SEE,Good
1141,Nawalparasi,48,Female,13100,SLC/SEE,Good
1142,Nawalparasi,45,Male,13600,Below SLC/SEE,Ok
1143,Nawalparasi,34,Female,13200,SLC/SEE,Ok
1144,Nawalparasi,28,Female,14000,Inter/+2,Bad
1145,Nawalparasi,46,Male,11000,SLC/SEE,Ok
1146,Nawalparasi,35,Female,14300,Below SLC/SEE,Good
1147,Nawalparasi,42,Male,13600,SLC/SEE,Good
1148,Nawalparasi,22,Male,14900,Bachelor,Ok
1149,Nawalparasi,48,Female,13700,Below SLC/SEE,Good
1150,Nawalparasi,42,Male,13700,Masters and above,Good
1151,Nawalparasi,20,Female,13700,Inter/+2,Good
1152,Nawalparasi,18,Female,13000,Inter/+2,Good
1153,Nawalparasi,65,Male,5500,SLC/SEE,Good
1154,Nawalparasi,46,Male,11800,SLC/SEE,Ok
1155,Nawalparasi,18,Male,13400,SLC/SEE,Good
1156,Nawalparasi,30,Female,13600,SLC/SEE,Good
1157,Nawalparasi,50,Male,11400,Bachelor,Good
1158,Nawalparasi,41,Male,11200,Inter/+2,Ok
